StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
20/08/2020,27736,3361,445,8591,2570,24,18,74,206,277,450,494,1817,12074,15659,3,260,486,2347,4828,4885,4891,3421,6605,30,0,0,0,174,595,747,475,1898,2320,2387
21/08/2020,27886,3363,445,8605,2579,24,18,74,207,277,450,494,1818,12150,15733,3,270,496,2375,4863,4909,4911,3433,6616,32,0,0,0,175,596,747,475,1904,2325,2387
22/08/2020,27946,3364,445,8611,2580,24,18,74,207,277,450,494,1819,12180,15763,3,271,500,2395,4873,4916,4923,3438,6617,29,0,0,0,176,596,748,475,1904,2326,2387
23/08/2020,28092,3370,447,8624,2584,24,18,75,208,277,451,497,1819,12260,15829,3,274,508,2442,4901,4934,4937,3452,6631,29,0,0,0,177,596,748,475,1912,2331,2388
24/08/2020,28183,3372,447,8627,2633,25,18,75,208,277,452,497,1819,12313,15867,3,277,519,2463,4915,4947,4953,3458,6638,31,0,0,0,178,596,748,475,1917,2333,2388
25/08/2020,28345,3376,447,8636,2649,25,18,77,208,278,453,497,1819,12395,15947,3,280,528,2503,4951,4965,4983,3470,6651,32,0,0,0,179,596,748,475,1924,2338,2389
26/08/2020,28438,3380,447,8651,2656,25,18,78,208,278,454,497,1821,12446,15989,3,284,537,2521,4966,4984,4997,3479,6656,35,0,0,0,180,597,749,475,1928,2339,2389
27/08/2020,28562,3385,447,8665,2734,25,18,78,209,278,454,498,1824,12513,16046,3,285,549,2553,4993,5010,5011,3486,6660,30,0,0,0,181,598,751,475,1930,2341,2389
28/08/2020,28702,3391,448,8682,2741,25,18,79,211,279,455,498,1825,12586,16113,3,289,561,2579,5022,5036,5030,3498,6672,34,0,0,0,182,599,751,475,1932,2348,2392
29/08/2020,28742,3394,448,8685,2741,25,18,79,211,279,455,499,1827,12605,16134,3,292,563,2590,5029,5042,5036,3500,6675,31,0,0,0,183,599,753,475,1932,2351,2392
30/08/2020,28795,3395,448,8695,2733,25,18,80,211,279,455,499,1827,12633,16159,3,293,568,2603,5039,5053,5039,3509,6676,30,0,0,0,184,599,753,475,1932,2352,2392
31/08/2020,29009,3403,448,8717,2783,25,18,80,211,279,455,500,1834,12735,16271,3,300,591,2651,5079,5084,5068,3524,6697,30,0,0,0,185,599,758,477,1940,2359,2398
01/09/2020,29098,3409,449,8727,2810,25,18,80,211,279,456,501,1838,12776,16319,3,302,603,2677,5090,5089,5079,3532,6711,31,0,0,0,186,599,758,481,1942,2366,2403
02/09/2020,29191,3413,449,8739,2826,25,18,80,211,279,456,502,1841,12828,16360,3,306,613,2696,5105,5105,5088,3541,6721,33,0,0,0,187,602,758,481,1948,2369,2404
03/09/2020,29287,3421,450,8762,2848,26,18,81,211,279,457,503,1845,12876,16408,3,313,623,2715,5122,5116,5102,3549,6731,31,0,0,0,188,602,759,484,1948,2371,2412
04/09/2020,29516,3429,451,8789,2865,26,18,83,211,280,457,503,1850,12992,16521,3,319,637,2763,5172,5158,5129,3566,6756,34,0,0,0,189,605,761,484,1963,2378,2415
05/09/2020,29654,3431,451,8816,2878,26,18,83,211,281,458,503,1850,13051,16600,3,326,641,2794,5197,5184,5148,3576,6772,35,0,0,0,190,605,761,484,1976,2380,2416
06/09/2020,29754,3435,452,8827,2885,26,18,84,211,281,458,504,1852,13096,16655,3,331,650,2818,5214,5203,5159,3583,6780,31,0,0,0,191,606,762,484,1979,2384,2417
07/09/2020,30060,3439,453,8853,2908,26,19,84,211,281,458,504,1855,13256,16801,3,347,682,2879,5276,5254,5193,3614,6799,31,0,0,0,192,607,763,485,1990,2388,2421
08/09/2020,30142,3443,454,8860,2933,26,19,84,211,281,460,504,1857,13285,16854,3,356,691,2891,5291,5264,5203,3618,6812,32,0,0,0,193,607,764,486,1996,2392,2424
09/09/2020,30337,3450,455,8879,2954,26,19,84,211,281,462,506,1860,13389,16945,3,359,720,2915,5330,5289,5235,3633,6840,36,0,0,0,194,610,764,486,2012,2398,2430
10/09/2020,30544,3458,455,8905,2985,26,19,84,212,281,464,507,1864,13489,17052,3,369,733,2961,5376,5325,5257,3653,6854,32,0,0,0,195,614,764,486,2024,2399,2431
11/09/2020,30702,3465,457,8919,3028,27,19,84,212,281,467,508,1866,13558,17141,3,376,747,2991,5404,5348,5281,3675,6864,34,0,0,0,196,615,764,487,2027,2403,2434
12/09/2020,30957,3475,459,8934,3035,28,19,85,213,282,468,511,1868,13690,17264,3,386,773,3046,5451,5384,5305,3699,6897,33,0,0,0,197,617,764,487,2051,2408,2438
13/09/2020,31161,3481,459,8945,3035,28,19,85,213,282,468,512,1873,13786,17372,3,389,783,3111,5473,5410,5342,3725,6912,36,0,0,0,198,620,766,487,2060,2413,2439
14/09/2020,31511,3494,462,8970,3074,28,19,87,214,282,471,514,1878,13969,17539,3,401,818,3200,5523,5448,5392,3761,6952,32,0,0,0,199,623,768,487,2091,2422,2439
15/09/2020,31756,3502,465,8989,3156,28,19,88,214,283,472,515,1882,14084,17669,3,412,846,3252,5563,5474,5429,3790,6974,32,0,0,0,200,627,768,487,2105,2429,2440
16/09/2020,31994,3520,466,9007,3252,29,19,88,215,285,473,519,1891,14203,17788,3,427,864,3285,5606,5509,5465,3819,7003,36,0,0,0,201,629,772,490,2121,2437,2445
17/09/2020,32242,3532,468,9022,3433,29,19,90,215,287,474,522,1895,14343,17896,3,433,889,3345,5643,5554,5501,3834,7027,34,0,0,0,202,631,774,490,2139,2442,2446
18/09/2020,32512,3541,469,9047,3489,29,19,91,215,287,478,522,1899,14483,18026,3,441,909,3410,5682,5599,5536,3868,7051,35,0,0,0,203,633,776,490,2153,2449,2449
19/09/2020,32903,3553,473,9074,3499,29,19,92,215,290,480,522,1905,14652,18248,3,454,933,3503,5756,5669,5590,3889,7093,32,0,0,0,204,636,777,492,2180,2456,2457
20/09/2020,33087,3565,475,9082,3521,29,19,92,215,290,483,525,1911,14748,18336,3,458,948,3542,5804,5693,5615,3900,7111,31,0,0,0,205,640,778,493,2191,2461,2459
21/09/2020,33415,3573,476,9107,3595,29,19,92,215,291,485,526,1915,14901,18511,3,470,985,3624,5857,5745,5651,3929,7138,30,0,0,0,206,641,780,494,2204,2470,2464
22/09/2020,33642,3578,476,9126,3699,29,19,92,216,292,485,527,1917,15013,18626,3,470,999,3699,5892,5774,5679,3955,7158,31,0,0,0,207,642,780,495,2217,2476,2465
23/09/2020,33962,3590,478,9153,3795,29,19,93,216,292,487,530,1923,15179,18780,3,479,1020,3765,5947,5829,5732,3985,7189,37,0,0,0,208,644,783,496,2231,2489,2469
24/09/2020,34286,3607,480,9181,3874,29,19,93,216,295,490,535,1929,15340,18943,3,483,1042,3852,6015,5872,5773,4018,7215,30,0,0,0,209,648,785,496,2247,2498,2470
25/09/2020,34534,3618,482,9201,3948,30,20,94,217,295,492,536,1933,15472,19059,3,491,1063,3916,6063,5898,5806,4042,7239,30,0,0,0,210,651,786,496,2263,2504,2472
26/09/2020,34962,3627,483,9222,3961,30,21,95,218,295,492,538,1937,15692,19267,3,500,1097,4028,6154,5958,5855,4071,7283,31,0,0,0,211,653,787,497,2287,2514,2482
27/09/2020,35345,3636,483,9236,3971,30,21,95,219,296,494,539,1941,15878,19464,3,506,1122,4125,6227,6007,5917,4110,7315,33,0,0,0,212,655,789,497,2306,2527,2482
28/09/2020,35702,3650,484,9272,4055,31,21,96,220,298,496,542,1945,16047,19652,3,514,1138,4220,6282,6061,5970,4150,7351,36,0,0,0,213,658,789,498,2329,2535,2487
29/09/2020,36130,3670,486,9308,4138,31,21,97,222,300,500,544,1954,16250,19877,3,531,1164,4329,6352,6116,6030,4198,7394,34,0,0,0,214,663,793,498,2349,2551,2494
30/09/2020,36569,3686,487,9345,4237,31,22,98,222,301,503,544,1964,16473,20093,3,539,1186,4425,6440,6196,6086,4250,7431,35,0,0,0,215,666,799,499,2370,2563,2498
01/10/2020,37027,3697,488,9386,4330,31,22,100,222,302,505,545,1969,16693,20331,3,551,1220,4535,6516,6275,6161,4290,7463,34,0,0,0,216,667,802,500,2391,2570,2502
02/10/2020,37631,3710,488,9415,4423,32,22,100,224,303,506,549,1973,17005,20623,3,570,1261,4686,6617,6374,6238,4357,7512,33,0,0,0,217,669,803,501,2418,2579,2515
03/10/2020,37992,3722,489,9439,4443,33,22,101,227,305,506,550,1977,17199,20790,3,581,1280,4781,6704,6429,6278,4391,7532,31,0,0,0,218,672,804,501,2430,2585,2517
04/10/2020,38508,3733,491,9485,4457,33,23,101,227,308,507,552,1981,17450,21055,3,596,1322,4910,6784,6517,6353,4433,7577,34,0,0,0,219,673,807,501,2455,2601,2521
05/10/2020,38934,3763,496,9538,4554,33,23,102,229,309,509,565,1992,17664,21267,3,605,1351,5025,6841,6571,6416,4492,7617,35,0,0,0,220,676,813,503,2469,2616,2532
06/10/2020,39536,3792,499,9586,4651,34,23,105,230,310,512,572,2005,17963,21570,3,623,1390,5173,6932,6630,6487,4568,7717,36,0,0,0,221,679,818,508,2505,2647,2565
07/10/2020,40039,3818,503,9635,4795,34,24,105,231,311,513,578,2021,18205,21831,3,635,1415,5322,7010,6691,6557,4616,7777,33,0,0,0,222,682,825,514,2541,2662,2574
08/10/2020,40652,3840,505,9682,4904,35,24,106,232,315,517,580,2030,18513,22136,3,651,1462,5510,7118,6783,6633,4665,7814,29,0,0,0,223,684,831,515,2560,2676,2578
09/10/2020,41651,3871,509,9748,4947,37,25,107,238,315,523,583,2042,19020,22628,3,682,1525,5803,7320,6906,6773,4751,7874,30,0,0,0,224,690,832,520,2600,2688,2586
10/10/2020,42449,3905,510,9786,4957,38,25,110,242,316,524,585,2063,19446,23000,3,702,1586,6014,7462,7027,6865,4828,7947,32,0,0,0,225,697,838,528,2639,2709,2599
11/10/2020,43265,3927,512,9836,4955,38,25,113,244,318,528,587,2072,19877,23385,3,725,1641,6233,7629,7126,6979,4901,8013,30,0,0,0,226,700,841,531,2675,2729,2609
12/10/2020,44071,3951,513,9893,5022,38,25,116,248,320,530,591,2081,20290,23778,3,745,1698,6478,7773,7223,7072,4979,8085,29,0,0,0,227,702,846,533,2713,2752,2620
13/10/2020,45143,3998,516,9969,5173,41,25,118,251,322,534,600,2105,20814,24325,4,770,1767,6794,7962,7370,7202,5081,8178,31,0,0,0,228,710,859,536,2766,2781,2631
14/10/2020,46349,4029,523,10046,5265,41,26,119,252,323,541,606,2119,21430,24915,4,806,1858,7130,8172,7548,7363,5192,8261,32,0,0,0,229,713,866,540,2819,2801,2641
15/10/2020,47343,4051,525,10106,5423,41,27,122,258,325,542,608,2126,21905,25434,4,846,1949,7394,8328,7705,7489,5292,8321,31,0,0,0,230,714,869,543,2860,2814,2647
16/10/2020,48610,4083,527,10164,5568,41,29,126,258,329,543,615,2140,22544,26062,4,877,2042,7757,8532,7886,7666,5425,8406,31,0,0,0,231,719,872,549,2911,2835,2660
17/10/2020,49856,4112,529,10203,5590,41,29,126,261,331,547,621,2154,23152,26700,4,922,2171,8053,8740,8058,7823,5550,8519,31,0,0,0,232,726,876,552,2972,2865,2682
18/10/2020,50856,4129,532,10229,5617,41,29,126,264,332,549,623,2163,23651,27201,4,960,2281,8315,8895,8194,7948,5653,8589,30,0,0,0,233,729,878,556,3013,2885,2691
19/10/2020,52105,4175,539,10277,5765,42,31,126,266,333,555,635,2185,24257,27844,4,1008,2391,8631,9054,8349,8119,5822,8710,34,0,0,0,234,734,890,561,3076,2923,2711
20/10/2020,53260,4234,545,10359,5900,42,32,128,270,334,560,650,2216,24791,28465,4,1051,2495,8910,9229,8497,8279,5934,8843,33,0,0,0,235,747,899,570,3132,2960,2751
21/10/2020,54320,4269,546,10409,6000,42,32,130,273,338,564,656,2232,25324,28992,4,1106,2602,9138,9403,8643,8412,6027,8967,32,0,0,0,236,752,905,575,3197,2991,2779
22/10/2020,55075,4291,547,10442,6143,42,32,130,274,339,566,657,2249,25749,29322,4,1136,2676,9314,9510,8759,8517,6116,9025,33,0,0,0,237,758,913,578,3226,3014,2785
23/10/2020,55913,4338,551,10488,6249,42,32,131,275,343,568,663,2282,26153,29756,4,1156,2765,9503,9637,8862,8636,6214,9118,34,0,0,0,238,773,929,580,3291,3036,2791
24/10/2020,56926,4357,553,10529,6257,42,32,134,276,344,569,666,2292,26657,30265,4,1210,2888,9744,9785,9012,8756,6321,9188,31,0,0,0,239,775,933,584,3330,3057,2801
25/10/2020,57856,4386,558,10560,6254,42,34,134,277,345,572,667,2313,27100,30752,4,1243,3006,9950,9920,9131,8881,6412,9291,32,0,0,0,240,786,940,587,3382,3092,2817
26/10/2020,58565,4397,559,10590,6291,42,34,135,277,346,573,668,2320,27445,31115,5,1273,3074,10106,10028,9228,8994,6487,9353,33,0,0,0,241,789,942,589,3418,3110,2825
27/10/2020,59228,4434,562,10624,6372,44,34,137,280,351,579,672,2335,27749,31474,5,1310,3143,10241,10124,9325,9095,6552,9416,34,0,0,0,242,790,949,596,3441,3134,2841
28/10/2020,60072,4475,566,10661,6494,45,34,139,281,357,584,675,2358,28160,31907,5,1335,3245,10406,10251,9447,9214,6633,9519,35,0,0,0,243,800,957,601,3493,3158,2868
29/10/2020,60826,4509,570,10702,6584,45,34,139,286,362,588,676,2377,28518,32303,5,1375,3330,10550,10353,9563,9324,6715,9594,35,0,0,0,244,808,965,604,3538,3174,2882
30/10/2020,61225,4528,572,10732,6678,45,35,141,287,363,589,679,2387,28694,32526,5,1388,3368,10636,10419,9617,9384,6756,9635,34,0,0,0,245,813,969,605,3564,3186,2885
31/10/2020,61763,4547,574,10763,6703,46,37,141,288,363,592,681,2397,28962,32794,7,1416,3454,10726,10481,9692,9462,6810,9700,35,0,0,0,246,817,972,608,3597,3209,2894
01/11/2020,62510,4567,577,10818,6708,47,38,143,289,366,592,685,2405,29306,33197,7,1451,3540,10871,10606,9814,9571,6869,9766,33,0,0,0,247,820,977,608,3629,3233,2904
02/11/2020,62820,4589,580,10850,6850,47,39,144,289,368,595,687,2418,29451,33362,7,1468,3576,10912,10657,9870,9606,6896,9811,37,0,0,0,248,826,983,609,3649,3250,2912
03/11/2020,63262,4625,584,10898,6945,48,39,147,289,369,598,692,2441,29657,33598,7,1494,3622,10970,10735,9929,9666,6951,9871,37,0,0,0,249,832,994,615,3673,3269,2929
04/11/2020,63842,4673,588,10978,7071,49,40,148,294,370,603,694,2473,29934,33901,7,1514,3664,11055,10839,10020,9758,7004,9964,38,0,0,0,250,846,1007,620,3714,3300,2950
05/11/2020,64335,4697,591,11040,7138,49,40,148,296,372,606,697,2487,30180,34147,8,1535,3715,11147,10936,10092,9822,7039,10025,32,0,0,0,251,850,1016,621,3740,3322,2963
06/11/2020,64666,4725,594,11079,7241,49,40,149,299,376,607,703,2500,30336,34322,8,1544,3757,11194,10985,10157,9872,7076,10057,37,0,0,0,252,857,1020,623,3760,3331,2966
07/11/2020,65185,4760,595,11129,7266,49,40,149,302,379,611,704,2524,30608,34569,8,1566,3803,11289,11076,10237,9947,7120,10123,35,0,0,0,253,861,1029,634,3790,3351,2982
08/11/2020,65449,4770,597,11164,7313,49,41,150,302,381,611,706,2528,30749,34692,8,1571,3842,11347,11113,10280,9982,7145,10145,34,0,0,0,254,862,1030,636,3806,3354,2985
09/11/2020,65716,4816,602,11220,7412,50,41,152,304,384,615,710,2558,30871,34837,8,1581,3858,11392,11152,10321,10019,7166,10203,41,0,0,0,255,876,1042,640,3835,3371,2997
10/11/2020,66075,4851,602,11295,7748,51,41,152,304,385,618,713,2585,31056,35011,8,1594,3887,11455,11201,10366,10091,7201,10256,41,0,0,0,256,883,1053,649,3854,3390,3012
11/11/2020,66466,4896,606,11341,7955,51,43,154,306,385,625,717,2613,31253,35205,8,1609,3922,11542,11259,10425,10138,7232,10315,34,0,0,0,257,891,1064,658,3874,3407,3034
12/11/2020,66943,4917,609,11411,8110,51,43,154,307,387,628,719,2626,31487,35448,8,1642,3967,11618,11339,10484,10205,7281,10383,35,0,0,0,258,893,1075,658,3892,3440,3051
13/11/2020,67398,4938,610,11460,8235,51,44,155,307,389,630,721,2639,31697,35693,8,1659,4025,11704,11417,10560,10259,7327,10423,33,0,0,0,259,895,1082,662,3906,3456,3061
14/11/2020,67768,4964,613,11509,8311,51,44,157,308,391,632,725,2654,31881,35879,8,1669,4065,11756,11479,10629,10309,7363,10474,38,0,0,0,260,901,1087,666,3935,3468,3071
15/11/2020,68218,4982,614,11588,8398,51,44,158,308,392,634,726,2667,32077,36133,8,1698,4105,11846,11554,10705,10376,7395,10515,33,0,0,0,261,903,1095,669,3949,3482,3084
16/11/2020,68578,5018,616,11668,8461,52,44,160,310,395,638,733,2684,32242,36328,8,1718,4142,11900,11606,10761,10433,7428,10566,38,0,0,0,262,909,1101,674,3971,3494,3101
17/11/2020,68959,5046,617,11730,8530,52,44,163,314,396,642,734,2699,32417,36534,8,1732,4187,11970,11664,10822,10497,7464,10599,36,0,0,0,263,915,1108,676,3989,3503,3107
18/11/2020,69378,5087,619,11783,8708,53,44,168,316,398,649,736,2721,32607,36762,9,1749,4219,12066,11733,10897,10546,7495,10649,34,0,0,0,264,919,1119,683,4011,3522,3116
19/11/2020,69708,5119,621,11822,8873,53,45,168,317,402,650,739,2743,32781,36918,9,1757,4263,12121,11782,10953,10587,7523,10697,37,0,0,0,265,928,1126,689,4028,3540,3129
20/11/2020,70042,5132,621,11862,9043,53,45,168,319,403,651,740,2751,32930,37103,9,1772,4306,12192,11836,11004,10634,7543,10730,32,0,0,0,266,928,1130,693,4044,3551,3135
21/11/2020,70348,5145,621,11880,9062,53,45,169,319,405,652,742,2758,33081,37258,9,1784,4346,12285,11877,11043,10663,7571,10754,28,0,0,0,267,930,1134,694,4058,3557,3139
22/11/2020,70597,5153,622,11897,9096,53,45,169,319,406,652,744,2763,33204,37384,9,1795,4377,12337,11908,11079,10702,7591,10783,34,0,0,0,268,931,1137,695,4072,3567,3144
23/11/2020,70823,5192,626,11932,9134,53,45,169,319,408,655,748,2793,33321,37493,9,1798,4393,12378,11942,11111,10731,7615,10830,41,0,0,0,269,936,1152,705,4082,3593,3155
24/11/2020,71079,5215,629,11960,9197,53,45,169,321,409,655,751,2810,33438,37632,9,1803,4432,12425,11976,11150,10763,7642,10863,35,0,0,0,270,943,1157,710,4101,3602,3160
25/11/2020,71411,5233,629,11998,9345,53,45,170,322,409,657,754,2821,33599,37803,9,1816,4467,12488,12030,11195,10819,7670,10900,35,0,0,0,271,946,1161,714,4116,3613,3171
26/11/2020,71612,5242,632,12027,9378,53,45,171,322,411,658,755,2825,33697,37906,9,1828,4492,12534,12051,11226,10852,7685,10918,34,0,0,0,272,947,1162,716,4124,3618,3176
27/11/2020,71849,5259,632,12041,9393,53,45,172,324,412,661,757,2833,33832,38008,9,1845,4518,12583,12085,11269,10876,7698,10949,32,0,0,0,273,949,1167,717,4133,3631,3185
28/11/2020,72145,5283,633,12086,9400,53,46,173,328,415,662,758,2846,33988,38148,9,1861,4559,12626,12134,11320,10911,7726,10982,34,0,0,0,274,956,1172,718,4148,3645,3189
29/11/2020,72447,5292,633,12127,9411,53,46,173,328,415,663,759,2853,34143,38295,9,1870,4592,12678,12186,11375,10954,7750,11016,35,0,0,0,275,958,1176,719,4162,3657,3197
30/11/2020,72716,5313,633,12168,9538,53,46,173,331,416,668,760,2864,34276,38431,9,1884,4620,12732,12219,11421,10993,7771,11050,35,0,0,0,276,960,1179,725,4174,3670,3206
01/12/2020,72983,5343,638,12210,9606,53,46,174,332,418,672,764,2882,34414,38560,9,1894,4654,12777,12252,11469,11027,7797,11087,37,0,0,0,277,967,1186,729,4188,3686,3213
02/12/2020,73164,5365,641,12233,9640,53,46,174,334,419,674,770,2893,34495,38660,9,1900,4675,12807,12283,11491,11050,7818,11114,36,0,0,0,278,971,1192,730,4198,3695,3221
03/12/2020,73428,5373,643,12266,9700,54,46,174,335,419,676,771,2896,34629,38790,9,1911,4719,12846,12330,11527,11088,7839,11142,33,0,0,0,279,972,1193,731,4210,3705,3227
04/12/2020,73873,5412,644,12339,9722,54,46,174,338,420,680,775,2923,34846,39018,9,1927,4767,12902,12412,11588,11148,7886,11217,38,0,0,0,280,984,1201,738,4240,3729,3248
05/12/2020,74171,5424,645,12365,9746,54,47,175,338,420,680,775,2933,34979,39183,9,1956,4819,12936,12456,11621,11187,7908,11262,32,0,0,0,281,989,1202,742,4261,3735,3266
06/12/2020,74412,5435,646,12403,9824,54,47,175,338,422,680,777,2940,35091,39312,9,1970,4851,12964,12490,11664,11220,7931,11296,37,0,0,0,282,992,1205,743,4276,3745,3275
07/12/2020,74623,5452,647,12431,9878,54,47,177,339,422,680,781,2950,35184,39430,9,1976,4877,12992,12527,11696,11255,7957,11317,36,0,0,0,283,999,1206,745,4288,3748,3281
08/12/2020,74843,5468,650,12463,9983,54,48,178,339,423,680,783,2961,35279,39555,9,1985,4902,13027,12560,11734,11288,7976,11345,37,0,0,0,284,1006,1209,746,4303,3754,3288
09/12/2020,75152,5487,652,12502,10048,55,48,179,341,424,682,789,2967,35441,39702,9,1996,4943,13066,12608,11781,11333,8024,11375,39,0,0,0,285,1010,1211,746,4320,3763,3292
10/12/2020,75464,5507,652,12545,10090,55,48,182,342,425,686,789,2978,35585,39870,9,2010,4972,13121,12666,11835,11386,8046,11402,34,0,0,0,286,1013,1216,749,4330,3773,3299
11/12/2020,75707,5520,653,12576,10117,55,48,183,343,425,688,791,2985,35708,39990,9,2020,5003,13155,12715,11873,11426,8065,11424,33,0,0,0,287,1015,1219,751,4337,3785,3302
